N,M,Leakage,NO,NV,CO,CV,SMAPE,Eq_SMAPE,eq_t,domEig,domEigLV,C_sur,trc_max,gR,gR_LV,dtmin_err
22,22,0.01,0.992944422139292,0.007004583449043417,0.8146137801498106,0.15054588556666856,0.0004329042263414087,0.0003617237360762572,51154,-1.817010674650671e-5 + 0.0im,-1.7941962246152933e-5 + 0.0im,0.9999999999999997,7.681492434296273e-6,0.7054962180486494,0.02158688329993555,Terminated
22,22,0.01,0.9930080298649994,0.006941695634733349,0.25481854298247225,0.18982387479639087,0.007142827373356726,0.00402247147464486,69337,-1.061601412090433e-5 + 0.0im,-1.0569440504532172e-5 + 0.0im,0.9999999999999997,8.531009973410758e-5,1.8856837669979747,0.025822505537321582,Terminated
22,22,0.01,0.9932389865382677,0.00671437835129802,0.3090985256595814,0.21340016626267094,0.007377825763465076,0.004858146950301455,60616,-1.4129270340928488e-5 + 0.0im,-1.4022661586309683e-5 + 0.0im,0.9999999999999997,5.939896244981206e-5,1.4420284083291133,0.04491168675303878,Terminated
22,22,0.01,0.9931555197499203,0.006796439196020786,0.3686443866159467,0.23233288049674952,0.0033923673342117133,0.0020431654172996024,65517,-1.6681230619746378e-5 + 0.0im,-1.6564738479729722e-5 + 0.0im,0.9999999999999997,4.4029794038194464e-5,1.306587219003609,0.029801337405856228,Terminated
22,22,0.01,0.9933283453880404,0.00662613743323367,0.46922897681551456,0.24872361197063172,0.0021165501993422263,0.0011915951172523165,68501,-1.2223566151449838e-5 + 0.0im,-1.2106855822734307e-5 + 0.0im,0.9999999999999997,2.7274724875138016e-5,1.0885187098178526,0.04630819687561589,Terminated
22,22,0.01,0.9930671779773437,0.006883552144683285,0.5375832145732158,0.24814634882418873,0.0016879737902671665,0.0010998502069969136,66295,-1.610514087977426e-5 + 0.0im,-1.6155975734148772e-5 + 0.0im,0.9999999999999997,2.1150941930860305e-5,0.928651103737265,0.03524587647696357,Terminated
22,22,0.01,0.9931233623532288,0.006828336043043154,0.6221665591663843,0.23449284358323877,0.0008376954548655867,0.0004929713900601476,72797,-1.284153257822994e-5 + 0.0im,-1.2710094835362504e-5 + 0.0im,0.9999999999999997,1.4963413345800998e-5,0.886564380536427,0.026446182999296918,Terminated
22,22,0.01,0.9933352393867508,0.006619271995147974,0.6828135601947001,0.21611744132113836,0.0010120090497043406,0.00041894911613766714,48828,-1.2402142868386967e-5 + 0.0im,-1.2475725444232158e-5 + 0.0im,0.9999999999999997,8.140933968572965e-6,0.7517594965386513,0.024709727418878627,Terminated
22,22,0.01,0.9933477707293213,0.006606713776359247,0.7713559699660701,0.17565582249806672,0.0007312857704034813,0.0007140422302297528,57254,-1.398439712308624e-5 + 0.0im,-1.3876654730676336e-5 + 0.0im,0.9999999999999997,2.7504135186227318e-5,0.7718017547434914,0.039913237846476164,Terminated
22,22,0.01,0.9933369574081319,0.006617382837570195,0.8081087301817358,0.15436582405364135,0.0006250308839077868,0.0004333530630406616,66605,-1.3246055091206114e-5 + 0.0im,-1.3159708458976241e-5 + 0.0im,0.9999999999999997,9.927976893735972e-6,0.7235359186624826,0.024337052225398146,Terminated
22,22,0.01,0.993143931447928,0.006808061399999244,0.8451716973477976,0.13049306380373601,2.9774543994845813e-6,3.91114982722027e-5,49287,-1.7584459686028734e-5 + 0.0im,-1.7195494913940553e-5 + 0.0im,0.9999999999999997,1.796971517226611e-5,0.6826049084155749,0.025156832608919193,Terminated
22,22,0.01,0.9927137289150036,0.007232024643148863,0.8786552263168579,0.10638662108744054,-8.92572798255073e-5,8.800657753176193e-5,41292,-1.9356224191191493e-5 + 0.0im,-1.911410923812918e-5 + 0.0im,0.9999999999999997,6.920026735293212e-6,0.6519224393561491,0.023092728115513834,Terminated
22,22,0.01,0.9725312593604669,0.026708404719451566,0.8013418767368908,0.1587139299698306,-0.00043993005767273513,4.671588041579858e-5,15762,-0.0001110735170165892 + 0.0im,-0.00011034963352231124 + 0.0im,0.9999999999999997,9.284007818914266e-6,0.6405169444359744,0.012628633289680054,Terminated
22,22,0.01,0.9711050372677452,0.02805215332802875,0.24800865828094348,0.1863969550573661,0.0018658665526087082,0.0003633524765219241,20464,-8.397032223225954e-5 + 0.0im,-8.337155359300439e-5 + 0.0im,0.9999999999999997,2.2460098422690772e-5,0.981805137078793,0.02075848873349664,Terminated
22,22,0.01,0.9718393311995933,0.027361506794922774,0.29948984134057155,0.20961407564707124,0.0011428903132699238,0.00035817684866990826,24819,-7.24978247971524e-5 + 0.0im,-7.197905402528439e-5 + 0.0im,0.9999999999999997,1.9210826399957323e-5,0.8963391372520881,0.017855400797135622,Terminated
22,22,0.01,0.97252718443071,0.026708728687225736,0.3680754106386338,0.2320839061659478,0.0003512048682398165,0.00010554735812941693,19054,-0.00010410019627226196 + 0.0im,-0.0001031574590337969 + 0.0im,0.9999999999999997,8.063716330112391e-6,0.8051002355268637,0.014414134343883979,Terminated
22,22,0.01,0.9717122448619839,0.02748084161691167,0.44913269095314073,0.24698790956831068,0.0003033981726661334,0.00010116341772075404,15714,-0.0001138256577242325 + 0.0im,-0.00011319364003087683 + 0.0im,0.9999999999999997,6.016633203167812e-6,0.7517482168362632,0.014196265944819143,Terminated
22,22,0.01,0.9722112200739664,0.027010706099244483,0.5422598671443591,0.24795701616947471,-2.9353608378295314e-5,8.303746915909791e-5,18054,-0.00011557100880137596 + 0.0im,-0.00011505960297829968 + 0.0im,0.9999999999999997,6.442397781943683e-6,0.6995732953681926,0.01068936292859048,Terminated
22,22,0.01,0.9713414115921117,0.02783047066803307,0.6107712632357655,0.23727168770879226,-0.00045093585406901486,3.9828050789058755e-5,13473,-0.00012849991251674792 + 0.0im,-0.00012741623782988094 + 0.0im,0.9999999999999997,5.611572923913074e-6,0.6596904051361214,0.01249282708377855,Terminated
22,22,0.01,0.9714703379775143,0.027709116375189052,0.690715806496879,0.21311542515149076,-0.0002935953261069854,8.405126415434499e-5,16428,-0.0001146380176724481 + 0.0im,-0.00011321193270063249 + 0.0im,0.9999999999999997,1.0600059017268762e-5,0.6577323557599606,0.018076278640738658,Terminated
22,22,0.01,0.9726874397424116,0.02655960220346303,0.7415200528112228,0.19089619867518204,-0.00027453298085680525,7.993515434188285e-5,17198,-0.00010558186836726255 + 0.0im,-0.00010506051661149311 + 0.0im,0.9999999999999997,6.814932792320452e-6,0.6603110305610533,0.015023547374951391,Terminated
22,22,0.01,0.9715082198825519,0.027671901978624847,0.7932873200076744,0.16322150827946427,-0.00047861883802690643,4.1197836811025115e-5,14283,-0.00010740181800164038 + 0.0im,-0.00010653529456971326 + 0.0im,0.9999999999999997,1.2206021456979099e-5,0.643179511662177,0.01459018885123417,Terminated
22,22,0.01,0.9709630612158586,0.02818421996401203,0.8235149560552747,0.14473847525936342,-0.00042613526538819445,5.113994664575357e-5,16757,-0.00011409795645183066 + 0.0im,-0.0001133018259136278 + 0.0im,0.9999999999999997,6.130989980244601e-6,0.6392200457337568,0.014520624323771873,Terminated
22,22,0.01,0.9720262052149796,0.027185432814920866,0.8621601080864122,0.11840448996998987,-0.0005695237728865032,3.5170741349493205e-5,13944,-0.00011611762705721422 + 0.0im,-0.00011511037199384185 + 0.0im,0.9999999999999997,9.0303242204584e-6,0.6364865361120394,0.017588924087426672,Terminated
22,22,0.01,0.9286135360995281,0.06626960601137233,0.7717627153637696,0.1749219477644447,-0.0013742829243134076,1.5034400341605392e-5,6285,-0.0004432402013632436 + 0.0im,-0.0004383154948549141 + 0.0im,0.9999999999999997,6.581188432247941e-6,0.6269117850454822,0.007637194122193728,Terminated
22,22,0.01,0.9292458746219009,0.06572510517873724,0.23326259631506363,0.17875672510958573,6.801468801252956e-5,4.3753183805096875e-5,7250,-0.0003443102621067031 + 0.0im,-0.00034079127882110093 + 0.0im,0.9999999999999997,6.40233445008666e-6,0.7781314253955273,0.010624107606460678,Terminated
22,22,0.01,0.9295204286352599,0.0654930777173952,0.2873501567197658,0.2046595455025415,-0.0002634141952271131,4.2555168005578066e-5,8108,-0.00038553631995309556 + 0.0im,-0.0003825364905782696 + 0.0im,0.9999999999999997,6.39322237380881e-6,0.731942233968666,0.008844848001864483,Terminated
22,22,0.01,0.9291474768517883,0.06580636356140666,0.35348547096135796,0.2282139254047991,-0.0005759982309569269,3.822030325518771e-5,7430,-0.00039183421538493046 + 0.0im,-0.0003875325602861983 + 0.0im,0.9999999999999997,5.562799992317352e-6,0.6933037235359807,0.008168226686317908,Terminated
22,22,0.01,0.9281507844122365,0.06666570951857134,0.4320966931702175,0.24503300065715564,-0.0010849318796903292,2.965921659412629e-5,5867,-0.00043852999229798077 + 0.0im,-0.00043396086613970276 + 0.0im,0.9999999999999997,4.693069487958299e-6,0.6610229199767936,0.009042432193359361,Terminated
22,22,0.01,0.9283482904656561,0.06649489949012254,0.507750058449936,0.24959218814646947,-0.001208452935704661,2.617378538206322e-5,6285,-0.0004503543810736237 + 0.0im,-0.00044583461507624887 + 0.0im,0.9999999999999997,4.391916371061757e-6,0.6376158047300353,0.005467345486023928,Terminated
22,22,0.01,0.9295225393899805,0.06548450722476971,0.5968276108510562,0.24020210892433103,-0.0013070462661947018,2.0659042592902268e-5,6075,-0.0004009182783443294 + 0.0im,-0.00039550780130035107 + 0.0im,0.9999999999999997,7.4565352324693405e-6,0.6326523722562707,0.007566863710995668,Terminated
22,22,0.01,0.930899851385,0.06429748179917243,0.6678421800936246,0.2210528428741371,-0.0011572143737591143,2.077333343798389e-5,7136,-0.0003968966892423743 + 0.0im,-0.0003932668645689636 + 0.0im,0.9999999999999997,7.95784542941003e-6,0.6308465216425206,0.005983424637388526,Terminated
22,22,0.01,0.930203946748125,0.06490409457458866,0.7320108952942865,0.19566333988245763,-0.0011658899204161149,1.6465241346390626e-5,7181,-0.0003598488217664151 + 0.0im,-0.00035529066881357014 + 0.0im,0.9999999999999997,8.020663064156776e-6,0.6302283106545422,0.006877353676260703,Terminated
22,22,0.01,0.9284276989922032,0.06643034334127046,0.7723997841018796,0.17517650612094435,-0.0015500714287964693,1.3285827763385599e-5,5675,-0.0004362104924231829 + 0.0im,-0.00043130446947166963 + 0.0im,0.9999999999999997,5.624857138232956e-6,0.6208161482356359,0.0075493779970558375,Terminated
22,22,0.01,0.9276764788721912,0.06706626114328605,0.8065046767175046,0.15536557186467184,-0.001407974788574766,1.8358226325349527e-5,6210,-0.0004345648464854888 + 0.0im,-0.0004298275347210985 + 0.0im,0.9999999999999997,9.833588626749314e-6,0.6228527911923523,0.008661332298264577,Terminated
22,22,0.01,0.9285455298358537,0.06632476492189374,0.8495080779313671,0.12739591684955623,-0.0013090165867679047,1.8558264496018543e-5,6734,-0.00041893901397513996 + 0.0im,-0.00041541874570088854 + 0.0im,0.9999999999999997,7.861944754517309e-6,0.6210944438462326,0.008678226539388855,Terminated
