N,M,Leakage,NO,NV,CO,CV,SMAPE,Eq_SMAPE,eq_t,domEig,domEigLV,C_sur,trc_max,gR,gR_LV,dtmin_err
18,18,0.01,0.992152803403777,0.007783664947394237,0.7844361319714148,0.16864025496030213,0.0007416693735759426,0.0006829575868406693,57427,-1.9971614351048128e-5 + 0.0im,-1.9792861802165854e-5 + 0.0im,1.0000000000000002,3.273191418506366e-5,0.8281677465605809,0.037581457477537085,Terminated
18,18,0.01,0.9925813844520809,0.007361802611440956,0.2661437792439107,0.19513475058196422,0.007014227343671206,0.005164878601203248,52511,-2.1602944908711857e-5 + 0.0im,-2.155889386618631e-5 + 0.0im,1.0000000000000002,0.0001349282974073253,1.703875098980957,0.10310222604976278,Terminated
18,18,0.01,0.9924108090112688,0.007529840689268087,0.3133689347386584,0.21476810057375512,0.003872753511376321,0.0039722670928311905,58202,-1.889872371763349e-5 + 0.0im,-1.8823816627061196e-5 + 0.0im,1.0000000000000002,8.016929576543991e-5,1.3881573108223844,0.08840415430321544,Terminated
18,18,0.01,0.9923368368514766,0.007602746300473067,0.37979718241297694,0.2352429530522373,0.0028248033290392692,0.0015884293719943756,52727,-2.629774818429416e-5 + 0.0im,-2.6056184442448808e-5 + 0.0im,1.0000000000000002,4.838173957189945e-5,1.099634748900675,0.06224168883561686,Terminated
18,18,0.01,0.9926001947090841,0.007343202113960425,0.4507798929869558,0.2469402990620156,0.002316853082770265,0.0017167113423814271,57497,-1.774946210644645e-5 + 0.0im,-1.7762628470827026e-5 + 0.0im,1.0000000000000002,5.2633040722714855e-5,1.1626724112313318,0.06566358357642069,Terminated
18,18,0.01,0.9919746981550299,0.007958847609490937,0.5444317113248822,0.24731030783430846,0.004167707570048009,0.0036086618308866086,60681,-2.2446514580447143e-5 + 0.0im,-2.235045708248434e-5 + 0.0im,1.0000000000000002,3.364844244321392e-5,0.973756875205798,0.050507536691077194,Terminated
18,18,0.01,0.9924900654073663,0.007451915786163746,0.6105644527981886,0.2370787670017434,0.001104307081092579,0.0003921152671149728,54495,-2.154035967124304e-5 + 0.0im,-2.1442406523012236e-5 + 0.0im,1.0000000000000002,4.624910628558681e-5,0.9707417217225532,0.052147772994388324,Terminated
18,18,0.01,0.9923717151586288,0.007568349700750745,0.6925689700201424,0.21172747272081732,0.001313722571879307,0.0010721320717316763,50549,-2.276274204726792e-5 + 0.0im,-2.2225066656631144e-5 + 0.0im,1.0000000000000002,1.4370980277465939e-5,0.7612142221524071,0.02959723512398222,Terminated
18,18,0.01,0.9917333187304412,0.008195956872120857,0.7412337331595721,0.19026253895696074,0.0005189199223545277,0.000620787500881871,48828,-2.2483662651556824e-5 + 0.0im,-2.228331202100941e-5 + 0.0im,1.0000000000000002,3.491342658227034e-5,0.7755368565413278,0.03135452657759562,Terminated
18,18,0.01,0.9921559637571605,0.007780318171998911,0.7940858308395308,0.16314986205468357,0.0005498382918912131,0.000546599670841634,47610,-1.675887962565396e-5 + 0.0im,-1.6379514186746963e-5 + 0.0im,1.0000000000000002,9.86287070138168e-6,0.789753913183772,0.04531258172785046,Terminated
18,18,0.01,0.9923940249494101,0.007546355721544631,0.8355002721409076,0.1371196367082607,0.0003593239106401917,0.000376073528651582,46863,-1.8413675107284798e-5 + 0.0im,-1.8167154800366408e-5 + 0.0im,1.0000000000000002,1.2159384140649408e-5,0.7220306981940732,0.026147795595181118,Terminated
18,18,0.01,0.992072071370247,0.007863232667881371,0.8757652029547748,0.10841021891736974,0.0002874894124673544,0.00043216549150275964,48466,-2.810885404308244e-5 + 0.0im,-2.7820584849384282e-5 + 0.0im,1.0000000000000002,1.641128895752923e-5,0.6886341554646839,0.023098934288599753,Terminated
18,18,0.01,0.9676180096417225,0.03132462927096111,0.770256150887519,0.17604429033416433,-0.0005284203717853072,6.576882952313747e-5,11896,-0.00015232786027103408 + 0.0im,-0.00015058079067078943 + 0.0im,1.0000000000000002,1.2441540056398595e-5,0.6571642335407919,0.018851665761667875,Terminated
18,18,0.01,0.9685056268850373,0.030490554176075896,0.26084299953859347,0.1922198480198168,0.0012624095814456177,0.0002649422594415133,21437,-8.701177011478535e-5 + 0.0im,-8.6749453644315e-5 + 0.0im,1.0000000000000002,5.395507139983463e-5,1.0190808214657752,0.05930915182217012,Terminated
18,18,0.01,0.9674918234014379,0.031441791656142366,0.3031078518085751,0.21053082006018392,0.0008289226189793962,0.0001815414051778351,16203,-0.00012190129917962183 + 0.0im,-0.00012116266429084412 + 0.0im,1.0000000000000002,1.8060980137645633e-5,0.8808844394466501,0.0440997851992148,Terminated
18,18,0.01,0.9677553016214536,0.031195946039252406,0.361413493514362,0.22994695529747555,0.0005722279912417972,0.00013331568271756982,15076,-0.0001217753561193506 + 0.0im,-0.00012105694180107794 + 0.0im,1.0000000000000002,1.564904649685927e-5,0.8030999887549172,0.03732208782682514,Terminated
18,18,0.01,0.9667416161689351,0.03214071923132115,0.4350716104167246,0.24484975425338135,0.0003731189794438466,0.00014466578511080648,14752,-0.00013541069543109388 + 0.0im,-0.0001338913425856633 + 0.0im,1.0000000000000002,1.1435479317021207e-5,0.7607684704848042,0.03207224400067647,Terminated
18,18,0.01,0.9673285799062433,0.03159236745373469,0.5299719782337838,0.24714043994040488,-4.345623234315602e-5,0.0001330932268919144,15572,-0.00011588431281688172 + 0.0im,-0.00011461692864501335 + 0.0im,1.0000000000000002,1.7172304613023964e-5,0.6952607767248954,0.023926499394444422,Terminated
18,18,0.01,0.9675987337968452,0.03133767157695296,0.5999183033840775,0.2388829440268938,-0.00011194578808662315,9.887270098831229e-5,13380,-0.00015232726400076237 + 0.0im,-0.00015074900701190908 + 0.0im,1.0000000000000002,1.1454014689864955e-5,0.7083523639802565,0.03151923510596717,Terminated
18,18,0.01,0.9675348786382002,0.03140299815979574,0.6655740782164544,0.22148924633741077,-0.0003490667644021936,7.306554457300372e-5,13760,-0.00013478481971066332 + 0.0im,-0.00013328748842221435 + 0.0im,1.0000000000000002,1.50969498874167e-5,0.6720287646342956,0.019662555623984626,Terminated
18,18,0.01,0.9669603427241815,0.03193899018474621,0.7289633558988936,0.19682761221774578,-0.0004388101806665993,5.789633112694664e-5,12150,-0.00015238698251598628 + 0.0im,-0.0001504813512964132 + 0.0im,1.0000000000000002,1.3887803934556109e-5,0.669848548122499,0.019710782084553072,Terminated
18,18,0.01,0.9675111203553296,0.03142453085810158,0.77103378021467,0.17589154895404777,-0.000451412375866588,4.769515704086194e-5,13787,-0.0001752321983448665 + 0.0im,-0.00017323687444595651 + 0.0im,1.0000000000000002,9.127552820758413e-6,0.6619744156435272,0.017990096959761025,Terminated
18,18,0.01,0.9674881358081149,0.03144141605910861,0.8154564180494255,0.14943040849163167,-0.00043645035699616506,7.894154782906185e-5,13505,-0.00014895716151703246 + 0.0im,-0.0001470827819261829 + 0.0im,1.0000000000000002,1.2628318107839234e-5,0.6565942363819937,0.016524875050702346,Terminated
18,18,0.01,0.9666176735595126,0.03225736844371534,0.847687864227747,0.12813768095979783,-0.0005353424375515134,5.441078026893846e-5,12844,-0.00015502577924764803 + 0.0im,-0.00015370126336533354 + 0.0im,1.0000000000000002,1.2072518515059457e-5,0.6512858322589057,0.016411117660974483,Terminated
18,18,0.01,0.9176934795660029,0.07550085984950143,0.7499813412397032,0.18641221702944985,-0.001617399680149631,1.6878527643968235e-5,5302,-0.0005779143121371501 + 0.0im,-0.000571540621792483 + 0.0im,1.0000000000000002,8.169530255613506e-6,0.6288715224427729,0.009177977047671168,Terminated
18,18,0.01,0.918129635476021,0.07514348455844522,0.25464753819565034,0.18826436050808906,-0.0003384908102740561,4.994566363432715e-5,5611,-0.0005181380994592798 + 0.0im,-0.000513228226603326 + 0.0im,1.0000000000000002,8.288318656339301e-6,0.7546965268875399,0.03243734746280481,Terminated
18,18,0.01,0.9173114670884691,0.07582389841755924,0.29462347725282545,0.20604668729210238,-0.000732723987738639,3.530837634169959e-5,6120,-0.000495019016441221 + 0.0im,-0.0004897055580803588 + 0.0im,1.0000000000000002,1.4360846845479212e-5,0.7106422688874298,0.02529242440481186,Terminated
18,18,0.01,0.9169450195225319,0.07612168897270136,0.35963508747551526,0.22858280391600352,-0.0009844769963998595,3.1195489581501155e-5,5677,-0.0005621048645924143 + 0.0im,-0.0005567937062250169 + 0.0im,1.0000000000000002,9.130743031082795e-6,0.6945371470647113,0.024263663479502068,Terminated
18,18,0.01,0.915622978955269,0.0772293208324545,0.4256715546179646,0.2428045655615912,-0.0013347443962812948,2.641136251206855e-5,5240,-0.0005424898006346929 + 0.0im,-0.000537967809589261 + 0.0im,1.0000000000000002,9.23539185526e-6,0.6614417616758955,0.019453266991313545,Terminated
18,18,0.01,0.9172713441812744,0.0758393341728006,0.5025833777135328,0.2482934309855861,-0.00169040896240444,2.0810710225267126e-5,4694,-0.0005816744911996917 + 0.0im,-0.0005751994016704866 + 0.0im,1.0000000000000002,6.457266446981275e-6,0.6419204351009508,0.0167756100108412,Terminated
18,18,0.01,0.9190613917349547,0.07434851315711877,0.5730389645149959,0.24317134001875565,-0.001443738875980155,2.0295138297215593e-5,5360,-0.0005668315937351117 + 0.0im,-0.0005611945784597117 + 0.0im,1.0000000000000002,7.357187639772559e-6,0.643262728895081,0.014213780299207411,Terminated
18,18,0.01,0.9169048045867004,0.076155421974816,0.6642761285665596,0.22049252635670075,-0.001502817133765407,2.1349096720396298e-5,5288,-0.0005621457747895393 + 0.0im,-0.0005569782393923255 + 0.0im,1.0000000000000002,8.356366314237205e-6,0.6403628069103503,0.013903714614600585,Terminated
18,18,0.01,0.9162726810849117,0.07668714933716786,0.7127258589198863,0.20327914820067527,-0.0018109961760601628,1.4233348056258242e-5,4766,-0.0005848793512936918 + 0.0im,-0.0005794888760083793 + 0.0im,1.0000000000000002,5.811298808515403e-6,0.6285195626996081,0.0098349250323133,Terminated
18,18,0.01,0.9166334343947292,0.0763813716469277,0.7621623306671573,0.17931263704584205,-0.001841913113528521,1.5147393010048299e-5,4686,-0.000602061441050811 + 0.0im,-0.0005965927043866273 + 0.0im,1.0000000000000002,9.281409686196622e-6,0.6260122749028219,0.009584363085148337,Terminated
18,18,0.01,0.917104202691303,0.07598739963188433,0.801062857523126,0.1582436493674797,-0.0018026755662880476,1.6519312803508975e-5,4835,-0.0006081456638929156 + 0.0im,-0.0006019992087740592 + 0.0im,1.0000000000000002,7.517632194993929e-6,0.6242411759652299,0.008025125090570231,Terminated
18,18,0.01,0.9173078374876161,0.075823760029933,0.8342781405479863,0.13739129223562593,-0.0016630099507360242,2.096328688158728e-5,5189,-0.0006007999144640719 + 0.0im,-0.0005937475502703078 + 0.0im,1.0000000000000002,8.156016511490972e-6,0.6282620403997393,0.009778831012565239,Terminated
18,18,0.01,0.8357351965265684,0.13720899956127122,0.7306085750661815,0.19488224148862526,-0.0035691751150452563,9.048432121581917e-6,2507,-0.0014381948902445147 + 0.0im,-0.001420769682755105 + 0.0im,1.0000000000000002,1.1750629879342038e-5,0.6210162490632651,0.006631394818148881,Terminated
18,18,0.01,0.8366566129898834,0.136586962062149,0.23716686903821788,0.17773506128631666,-0.0022547402413096744,1.8806996908517612e-5,2984,-0.0012837125347831234 + 0.0im,-0.0012694134786959202 + 0.0im,1.0000000000000002,1.05418706391454e-5,0.6859566300259753,0.02037813010783946,Terminated
18,18,0.01,0.83419879221442,0.13823163044182535,0.27700656576541116,0.19724464951608842,-0.002547111686741933,1.6929001490680236e-5,2902,-0.0012360485154576757 + 0.0im,-0.0012209022548896307 + 0.0im,1.0000000000000002,1.3097069395230929e-5,0.6669214653128474,0.01565770176161282,Terminated
18,18,0.01,0.8329810969498657,0.13906234820258426,0.34369274439678393,0.22259091693707972,-0.0031047131048717765,1.5471468010522794e-5,2515,-0.0014750801924918926 + 0.0im,-0.0014559516466686785 + 0.0im,1.0000000000000002,5.073156986168416e-6,0.6522971208603399,0.013105745254901345,Terminated
18,18,0.01,0.8344795077611894,0.13804383116943533,0.41308208341400987,0.23953140868265746,-0.003250364849957778,1.045924297857854e-5,2563,-0.0014340328568444942 + 0.0im,-0.00141667813592565 + 0.0im,1.0000000000000002,7.2771789267585565e-6,0.6390889525928848,0.012317788507266163,Terminated
18,18,0.01,0.8328156244305926,0.1391603656719817,0.47810710251819466,0.2466384215761794,-0.0037263742309293206,1.224639876781742e-5,2298,-0.0015236022532955583 + 0.0im,-0.0015032333335483795 + 0.0im,1.0000000000000002,6.100878834689598e-6,0.6318570759331087,0.010498757227905107,Terminated
18,18,0.01,0.8343360797325712,0.13815611523367033,0.5574837980242915,0.2440748009261582,-0.0032187798708425367,1.2616631030435446e-5,2686,-0.0013808958158281117 + 0.0im,-0.001363707448147364 + 0.0im,1.0000000000000002,1.077520854688291e-5,0.630580941424671,0.008607746258647736,Terminated
18,18,0.01,0.8314391275613818,0.14009521315923928,0.6207443475879414,0.2325603066217452,-0.003612072855162104,1.1560676768610436e-5,2425,-0.001587172872930067 + 0.0im,-0.001566760369340547 + 0.0im,1.0000000000000002,7.070412059044048e-6,0.6258997860847139,0.007719408862786783,Terminated
18,18,0.01,0.8328324584575162,0.13914995614053613,0.6851737695535758,0.21320289879393922,-0.0035307376401429104,9.623838264889446e-6,2505,-0.0015057612773416013 + 0.0im,-0.0014883998551055747 + 0.0im,1.0000000000000002,6.655301026220241e-6,0.6248911401115329,0.007391054972581533,Terminated
18,18,0.01,0.8340561139117729,0.1383321805662714,0.7311557078636972,0.1949279317501389,-0.0038885385376156456,8.908306283307219e-6,2297,-0.0014212076175679194 + 0.0im,-0.0014047540748901757 + 0.0im,1.0000000000000002,6.336468865182184e-6,0.621397770873595,0.006290054664561004,Terminated
18,18,0.01,0.8328532206884006,0.13913099262459472,0.7627974781671101,0.17926847923977862,-0.003361022437822813,7.241760937882457e-6,2678,-0.0013619137987938023 + 0.0im,-0.0013456530475166512 + 0.0im,1.0000000000000002,9.425961437548785e-6,0.6199218418528707,0.006638757754679101,Terminated
18,18,0.01,0.8348597672250261,0.13777979312371502,0.8024474644617221,0.15730813514350095,-0.004118574038137326,8.964303363080564e-6,2183,-0.001586806670680584 + 0.0im,-0.0015673015072157498 + 0.0im,1.0000000000000002,6.1333672306415406e-6,0.6192503542489923,0.00583734330223298,Terminated
18,18,0.01,0.7168307037110108,0.2028842987025548,0.6792214937623022,0.21524162945022007,-0.007311494494807679,5.165180650945764e-6,1244,-0.0032419889167196528 + 0.0im,-0.003204527888759438 + 0.0im,1.0000000000000002,6.688268107360302e-6,0.6159202128724084,0.0008904724221867597,Terminated
18,18,0.01,0.7143941987407195,0.20389137193124535,0.21009398806503696,0.1604640959970582,-0.006395913301651085,7.452189791192193e-6,1288,-0.0031566191782323423 + 0.0im,-0.0031145636786255636 + 0.0im,1.0000000000000002,6.494686717363154e-6,0.6478523830900801,0.010105613619019412,Terminated
18,18,0.01,0.7126721037698526,0.20465276342238434,0.2553314259967821,0.1847333207659509,-0.006522852972135876,9.087726717612475e-6,1286,-0.0033233755370355475 + 0.0im,-0.0032809619365451867 + 0.0im,1.0000000000000002,6.42951289918852e-6,0.6420194507405982,0.008576497438509956,Terminated
18,18,0.01,0.714332525059984,0.20396301194070712,0.3159105443957675,0.21062679949734928,-0.006510803518701018,6.787667083219481e-6,1336,-0.003174269480706929 + 0.0im,-0.003131385440123516 + 0.0im,1.0000000000000002,8.068905634247583e-6,0.6309005274834453,0.005928906930747991,Terminated
18,18,0.01,0.7140583978728424,0.20407290529013322,0.37294668313853324,0.2288374460805046,-0.006723390889794803,9.748866835481005e-6,1292,-0.003239295181823902 + 0.0im,-0.0031974614090778094 + 0.0im,1.0000000000000002,5.620138199785882e-6,0.6316410054324155,0.006637960622516378,Terminated
18,18,0.01,0.7188748981897337,0.2019779137797552,0.4393722991577856,0.24086251562648492,-0.00680657531677468,7.565657049782747e-6,1311,-0.003124856423926616 + 0.0im,-0.003081770839028868 + 0.0im,1.0000000000000002,5.61234121044849e-6,0.6215933808840848,0.004586132483862014,Terminated
18,18,0.01,0.7172467890896159,0.20271733805704037,0.5058871594274362,0.24544769266698227,-0.006175900844850611,7.684094945546762e-6,1447,-0.002879113360977724 + 0.0im,-0.0028430077250981385 + 0.0im,1.0000000000000002,1.1333899553737326e-5,0.6230871627187367,0.004907020841149379,Terminated
18,18,0.01,0.7167734794766225,0.20288258567344114,0.5671636622321797,0.2414546246476232,-0.0075266404616685205,6.070571416063354e-6,1201,-0.003203145603778924 + 0.0im,-0.0031590959950563175 + 0.0im,1.0000000000000002,6.072320379312778e-6,0.617871553023244,0.0019306632819725787,Terminated
18,18,0.01,0.7159274545239999,0.20327191188879903,0.6377474141732533,0.22762294473753455,-0.006297582803556698,6.420149132198028e-6,1436,-0.002913657821216152 + 0.0im,-0.0028773686821614215 + 0.0im,1.0000000000000002,9.871500749754805e-6,0.6183531583709898,0.0019328888991434526,Terminated
18,18,0.01,0.7156945546448018,0.20335723354931534,0.6891488218863061,0.2116284890500665,-0.006890593818553607,5.227933143729363e-6,1319,-0.003113808938699051 + 0.0im,-0.003071928797072395 + 0.0im,1.0000000000000002,7.950251042274781e-6,0.6168854071684221,0.0023618108441928764,Terminated
18,18,0.01,0.715326450968907,0.20353803562491382,0.7034636697054407,0.20560785957400193,-0.00701170118133875,6.223999468752563e-6,1294,-0.003135220018171128 + 0.0im,-0.003093165068682215 + 0.0im,1.0000000000000002,7.2344168282723315e-6,0.6173450013298769,0.002137153449616081,Terminated
18,18,0.01,0.7124800942766234,0.20474183819708897,0.7268279911993313,0.19622691800713377,-0.0072837256887211795,5.518192771556568e-6,1248,-0.0034413990509138993 + 0.0im,-0.0033972240040033644 + 0.0im,1.0000000000000002,6.499876276973733e-6,0.6165376714217837,0.0005678214981575178,Terminated
18,18,0.01,0.5613240402531741,0.2460826921878366,0.5873701833626697,0.238034394729721,-0.013739663634886757,3.880970311359252e-6,665,-0.0067997243194832515 + 0.0im,-0.006690631464299041 + 0.0im,1.0000000000000002,5.729761047739075e-6,0.6141009606441739,-0.0038084803294711205,Terminated
18,18,0.01,0.5638047288469993,0.24578051475352497,0.18732774593673396,0.14413810954482945,-0.011710423288466736,8.018954274941335e-6,743,-0.0063442322606387 + 0.0im,-0.0062401857836650474 + 0.0im,1.0000000000000002,7.067641696839612e-6,0.6329396149710622,0.0029043865600977704,Terminated
18,18,0.01,0.5647420318573675,0.24564418185149836,0.22176024683950807,0.16442737296222024,-0.011071299812951461,6.721021884527081e-6,793,-0.006301506779572675 + 0.0im,-0.006191648346675658 + 0.0im,1.0000000000000002,6.797563727616997e-6,0.6299143345861892,0.0014118043720795057,Terminated
