N,M,Leakage,NO,NV,CO,CV,SMAPE,Eq_SMAPE,eq_t,domEig,domEigLV,C_sur,trc_max,gR,gR_LV,dtmin_err
19,19,0.01,0.9928760334344631,0.007071797963816011,0.7977941355500264,0.16054432555325984,0.0005125708982567465,0.0002442815035078325,52666,-1.3357466950038919e-5 + 0.0im,-1.3232888901375124e-5 + 0.0im,0.9999999999999996,8.047356561861406e-6,0.7782867788136338,0.03348215042505979,Terminated
19,19,0.01,0.9928527239131868,0.00709474213136482,0.26474879277630786,0.194463921027949,0.017234132247579248,0.014716108332061915,62265,-1.661057708064862e-5 + 0.0im,-1.656005397117828e-5 + 0.0im,0.9999999999999996,0.00010077432953016918,1.8960257407783538,0.10039835900948038,Terminated
19,19,0.01,0.9929110046665923,0.0070376157747966,0.3171068997581878,0.2163052697814128,0.005434997913212844,0.0031509353097806067,59664,-1.3367369894762858e-5 + 0.0im,-1.3221880554049528e-5 + 0.0im,0.9999999999999996,3.7533231319731166e-5,1.480127024261711,0.0779475370820273,Terminated
19,19,0.01,0.9927286863754746,0.0072169323366332834,0.3764076463906782,0.23437204763387048,0.006034379571356066,0.0033990373145634605,78788,-1.1781615873011919e-5 + 0.0im,-1.1752539012743097e-5 + 0.0im,0.9999999999999996,3.993493176841065e-5,1.3853417045590277,0.07494964898092488,Terminated
19,19,0.01,0.9930510684039249,0.006899455183822477,0.456397176801641,0.2473410173262462,0.0034009498287152465,0.0011388517049041329,65509,-1.3291334709770115e-5 + 0.0im,-1.3084844644686508e-5 + 0.0im,0.9999999999999996,1.8184733427265627e-5,1.0559761495994662,0.053802630941547414,Terminated
19,19,0.01,0.9927519600523577,0.007194456608546307,0.5226721695291117,0.24892930465492136,0.0014968890499560744,0.0008801153318452613,67593,-1.3373075920494098e-5 + 0.0im,-1.3205490529898344e-5 + 0.0im,0.9999999999999996,1.2566770044218932e-5,1.0454232702617086,0.0516746665059234,Terminated
19,19,0.01,0.9928495270821872,0.007097909691600395,0.6179592122097111,0.23579052630082425,0.0012508750758324623,0.0007399764291571155,65660,-2.0231391016419347e-5 + 0.0im,-2.0120283054929685e-5 + 0.0im,0.9999999999999996,2.3101697878036204e-5,0.9586258525133462,0.04006659892385978,Terminated
19,19,0.01,0.992708904425068,0.007236202002921671,0.6886667550009812,0.2129714995807371,0.000803555852516094,0.00042545588119493146,59834,-1.5609516639622203e-5 + 0.0im,-1.5498448006176278e-5 + 0.0im,0.9999999999999996,1.0789511410502882e-5,0.8178336157599481,0.03466441925315697,Terminated
19,19,0.01,0.9928327143669238,0.007114737313772733,0.7440651450527638,0.18978622447311824,-4.529678509232742e-5,-5.096954131800552e-5,62388,-1.346140437468068e-5 + 0.0im,-1.3406297613722036e-5 + 0.0im,0.9999999999999996,1.4132536243622983e-5,0.8165268770482227,0.04429342593786957,Terminated
19,19,0.01,0.9933386522990508,0.006615686368070479,0.8098350028021692,0.15352216103894867,0.00010199820613572638,-0.0003228194067558361,59474,-1.6654488095690442e-5 + 0.0im,-1.6545437145073258e-5 + 0.0im,0.9999999999999996,2.5083012443813155e-5,0.7969570380113057,0.03674175236608576,Terminated
19,19,0.01,0.9928295559871828,0.007117888912859052,0.8373850885126103,0.1354488930164802,0.0011797780836794497,0.0005006164358651493,62002,-1.4539644578322613e-5 + 0.0im,-1.451110558113452e-5 + 0.0im,0.9999999999999996,8.301640876820079e-6,0.8143833483827542,0.03589147873198877,Terminated
19,19,0.01,0.9929499949118786,0.006999095404389688,0.8632186889230774,0.11755479613251095,0.0008874644778792228,0.0006334552813030761,58484,-1.6487285625974932e-5 + 0.0im,-1.645412497500373e-5 + 0.0im,0.9999999999999996,1.2401144937234481e-5,0.7642302264695798,0.033511094122865355,Terminated
19,19,0.01,0.9684818290294247,0.030516519950890133,0.7964967478581045,0.16147476773683686,-0.00048614468269403725,4.9140668494639114e-5,14609,-0.00014136193015743177 + 0.0im,-0.0001401862851614099 + 0.0im,0.9999999999999996,1.5916387958995683e-5,0.647554761951464,0.013890183499764818,Terminated
19,19,0.01,0.9690013909376473,0.030031660928511075,0.2588703676921072,0.1913614864055738,0.0014302027664870756,0.00021578678767916637,16229,-0.00012791231773937907 + 0.0im,-0.00012660660006673876 + 0.0im,0.9999999999999996,1.149583195242212e-5,0.9662342395369952,0.04631649165541606,Terminated
19,19,0.01,0.9695047700742042,0.029557415303398296,0.3140876828147796,0.21494359084584597,0.0009848328196994098,0.0001759637689847216,20246,-9.199451068563408e-5 + 0.0im,-9.129265077754294e-5 + 0.0im,0.9999999999999996,1.960060052109417e-5,0.8808475221295624,0.036518124550975584,Terminated
19,19,0.01,0.9689444973409632,0.03008349199715702,0.3672474966992061,0.23189666155324798,0.0008153391036625936,7.465918968799343e-5,14921,-0.00012534238540645783 + 0.0im,-0.00012365458174306003 + 0.0im,0.9999999999999996,1.5479377307121746e-5,0.8381476224842616,0.03379764488769631,Terminated
19,19,0.01,0.9694110818878598,0.029646149834922718,0.4533056476675599,0.24697390447954554,-3.067491804998482e-5,7.505896290046247e-5,14693,-0.00014496229632534675 + 0.0im,-0.00014330873404613093 + 0.0im,0.9999999999999996,8.922665965450336e-6,0.7279351791566021,0.02188594873308868,Terminated
19,19,0.01,0.9692078036937134,0.029836339824114926,0.5363035485534887,0.2472300399669117,-0.0001195455944274298,7.925373509792492e-5,14280,-0.00012515485899090582 + 0.0im,-0.0001234901189786526 + 0.0im,0.9999999999999996,1.4613636267896188e-5,0.6997738538716141,0.02016406235529637,Terminated
19,19,0.01,0.9695317472790812,0.029531965392849222,0.6115094336793777,0.23659664121848714,-0.0001713274542506707,7.399517399447551e-5,17213,-0.00012131721074532038 + 0.0im,-0.00012022353412639794 + 0.0im,0.9999999999999996,9.204921543460726e-6,0.6894636993085995,0.021662106594748695,Terminated
19,19,0.01,0.9701151620940942,0.02898404518819593,0.6756685753513509,0.2179720579802977,-0.0001639097379538154,0.00012694412845267047,17428,-0.00010967515691392637 + 0.0im,-0.00010832490058077437 + 0.0im,0.9999999999999996,1.6248138417773602e-5,0.6682422958734326,0.0199300186222273,Terminated
19,19,0.01,0.9697173226930896,0.029358379282010273,0.7421473106474564,0.1907209114512187,-0.00014509374413388206,9.656786205809094e-5,16017,-0.00013199123077054496 + 0.0im,-0.00013036520454516313 + 0.0im,0.9999999999999996,1.1516647980791074e-5,0.673770895722958,0.016658232577303783,Terminated
19,19,0.01,0.9693529113243483,0.0297004212556145,0.7911926577498091,0.16406656574469508,-0.00037816236131407943,6.309818067551597e-5,13314,-0.00015777246409816873 + 0.0im,-0.00015615314119059358 + 0.0im,0.9999999999999996,6.996698067418505e-6,0.6575370351196056,0.014575233233612336,Terminated
19,19,0.01,0.9698052097159212,0.02927453643628914,0.8202722639898293,0.14659701553622903,-0.00040000055537893074,4.484896702684621e-5,15645,-0.00012044470489985711 + 0.0im,-0.00011936575707738399 + 0.0im,0.9999999999999996,1.6364819764319894e-5,0.6612772783856808,0.0178421606529694,Terminated
19,19,0.01,0.9695855063306067,0.029480019342757246,0.8598427533367963,0.11971686769543223,-0.0004872500783567036,5.247738654849415e-5,14672,-0.00012085988304844553 + 0.0im,-0.00011991862477524245 + 0.0im,0.9999999999999996,1.1010506193332237e-5,0.6484647574481168,0.014780212939971369,Terminated
19,19,0.01,0.9219969050941953,0.07189320952599522,0.7600279932573747,0.18149723021991648,-0.0016746401744450498,1.1483243671258391e-5,5260,-0.0004945794599756397 + 0.0im,-0.0004883924481848258 + 0.0im,0.9999999999999996,8.807727933174393e-6,0.6217424179534532,0.007649206601868066,Terminated
19,19,0.01,0.921364488033384,0.07242981939321004,0.24328470439395836,0.18310807797627193,-0.00013664116776745594,4.2473025245469775e-5,6229,-0.00048372610179587454 + 0.0im,-0.00047858027593770366 + 0.0im,0.9999999999999996,9.362706867777327e-6,0.7743017530786837,0.027888861840579992,Terminated
19,19,0.01,0.9210602976996521,0.07268932849881125,0.3000039168110747,0.20894044691175126,-0.0004595607139706929,3.5911865749571116e-5,6597,-0.0004909403450119398 + 0.0im,-0.00048480916061993565 + 0.0im,0.9999999999999996,9.840270337317318e-6,0.7279676878262881,0.02148819126165304,Terminated
19,19,0.01,0.9196796728019097,0.07384145056525086,0.358929189648224,0.2290487418511604,-0.0009276349922031439,2.6362685954552233e-5,6469,-0.00046330318151831403 + 0.0im,-0.0004573067615323077 + 0.0im,0.9999999999999996,1.4350563396284332e-5,0.6791630244713367,0.018445580107269037,Terminated
19,19,0.01,0.9224191575655677,0.07153707500319889,0.4415325473792953,0.24533321672404354,-0.0011447033539967917,3.115144691808955e-5,6025,-0.0005093654270678995 + 0.0im,-0.0005034299772306379 + 0.0im,0.9999999999999996,7.096673497490632e-6,0.6626476916568936,0.015070215553497489,Terminated
19,19,0.01,0.921337299391445,0.07245140832662193,0.5170200336436719,0.24795568688987898,-0.0013639001642211488,2.3978594422434292e-5,5770,-0.000500886744216675 + 0.0im,-0.0004948476173364837 + 0.0im,0.9999999999999996,1.0410825679415012e-5,0.6392797547949185,0.009415900982054255,Terminated
