N,M,Leakage,Noise_m,Noise_std,NO,CO,MSE,Eq_MSE,I_m,R_m,eq_t,domEig,domEigLV,C_sur,trc_max
8.0,8.0,0.7,0.001,0.001,0.007279685922745603,0.10264757854022696,2.8391372445047374,9.635427870402173,-0.021866219997002615,0.17486269264283114,85.0,-0.14999999999999986,0.1926753609731016,1.0,3.8423128292992456e-16
8.0,8.0,0.4,0.001,0.001,0.021612009478736285,0.05386753800822142,4.92342216553361,2.8430027056861125,-0.026011550407215887,0.20374702301976733,306.0,-0.020686028104225814,-0.1132617484434822,1.0,2.565369558129635e-12
8.0,8.0,0.2,0.001,0.001,0.00010228785955664414,0.024648832385201935,0.22909679611009018,0.8974071283725236,-0.024607440755407207,0.19610379246975568,42.0,-0.2628976055129226,0.1727996158817925,1.0,6.38548508463514e-17
8.0,8.0,0.7,0.1,0.001,0.21090113629457952,0.12539138038882033,26.187583135125763,35.275112286565545,-0.030111338408669388,0.2758158167195049,348.0,-0.021226789673041774,-0.007060057105561215,1.0,0.06705951282824173
8.0,8.0,0.4,0.1,0.001,0.20519701483601252,0.07370317960807658,5.074754003121166,8.855812419669448,-0.022150021797878484,0.1592825358436635,558.0,-0.009711693403828372,0.03238576756614595,1.0,0.12882736762290534
8.0,8.0,0.5,0.001,0.001,6.789880766475002e-10,0.06234305772288837,0.7902082198661591,3.168768129338225,-0.026952478854634337,0.21515411292326067,56.0,-0.24999999999999928,0.24188129135215977,1.0,1.3013674906782092e-16
8.0,8.0,0.7,0.2,0.001,0.1986172883212221,0.1457336626995631,12.55129829354914,7.363817548135678,-0.013779908495454664,0.11645123655823839,412.0,-0.018328108609941062,0.0010177067629808406,1.0,0.04118634696792009
8.0,8.0,0.4,0.2,0.001,0.24692171021315115,0.07602251481165005,2.4846623166658883,0.0014592627577619936,-0.023584992257633407,0.16959162419568807,1063.0,-0.004622648023688068,0.042539039622557666,1.0,0.04940415455860789
8.0,8.0,0.2,0.1,0.001,0.22807023948800167,0.03368271364621431,3.5960170554906496,0.25874707373004024,-0.0238278463135121,0.17614975316479456,1003.0,-0.007347264321214954,0.04559359371066336,1.0,0.06214462504785516
8.0,8.0,0.7,0.3,0.001,0.2882046931887994,0.13605354118817323,9.806251025815882,2.7892830114702014,-0.014343029655516449,0.12436470752275242,599.0,-0.010172519674079198,0.013410109636250911,1.0,0.07186504259367146
8.0,8.0,0.0,0.001,0.001,2.566932508942432e-6,0.0,0.1948250250725621,0.7575187967277932,-0.02500000003228216,0.19999999999999998,42.0,-0.276328929948535,0.15818130345637305,1.0,2.775557561562892e-17
8.0,8.0,0.1,0.001,0.001,2.4646216406394898e-23,0.014062940107364795,0.22662354625357972,0.8921357998919113,-0.024730076080264278,0.19784367286871107,43.0,-0.26727121216269467,0.1672176452707455,1.0,2.8685647308121355e-17
