N,M,Leakage,Noise_m,Noise_std,NO,CO,SMAPE,Eq_SMAPE,I_m,R_m,eq_t,domEig,domEigLV,C_sur,trc_max
14,14,0.0,0.1,0.1,0.3722241760208691,0.0,0.2553006038824267,0.4668471417427003,-0.015978744555518162,0.19560276328426002,24754,-2.335100252752711e-5 + 0.0im,0.061030555921001914 + 0.0im,0.7857142857142855,0.017693356834398998
14,14,0.1,0.1,0.1,0.466910339147777,0.017095031054838616,-1.3462156114137989,-1.4436278635406947,-0.013941720651845941,0.18481520509571786,6152,-7.80660379867329e-5 + 0.0im,0.09859633515756125 + 0.0im,0.6428571428571427,0.056839422120133966
14,14,0.2,0.1,0.1,0.4083670674719124,0.03462227432608947,0.0076652656238626205,-0.2428584746613676,-0.014688471164675539,0.2001233413229413,7496,-0.00046520534645893283 + 0.0im,0.08257903547031738 + 0.0im,0.8571428571428569,0.007113421697081102
14,14,0.30000000000000004,0.1,0.1,0.42205314102377167,0.05361341205740988,-0.14376307616771952,-0.3206470615587471,-0.014505138857227847,0.1888476383092117,9581,-0.00023895341464760035 + 0.0im,0.12750507635781833 + 0.0im,0.7142857142857141,0.01990609603245434
14,14,0.4,0.1,0.1,0.43874633481852304,0.07323694142157255,0.006819978731607875,0.011452823440313552,-0.014312828474390289,0.19341915183651165,3455,-0.0005762169166131958 + 0.0im,0.09366827424593857 + 0.0im,0.8571428571428569,0.011501214618473029
14,14,0.5,0.1,0.1,0.4226914990502648,0.08858327009879273,0.09869309235118957,0.13589374987317177,-0.013775532940562824,0.1901854446126868,4748,-2.0372250677049255e-5 + 0.0im,0.06202139396875339 + 0.0im,0.8571428571428569,0.006807822104406173
14,14,0.6,0.1,0.1,0.44596652581397306,0.11002036877244775,0.01712445103040486,0.06622688954251083,-0.012242777653650144,0.1679246044357349,3300,-0.0007683737572989046 + 0.0im,0.039124697704596825 + 0.0im,0.7857142857142855,0.02223615238638866
14,14,0.7,0.1,0.1,0.4093186411544639,0.11811547054580278,-0.561997289811143,0.05241967634399852,-0.009163885856850844,0.14655130414589995,1888,-0.0025450522168733833 + 0.0im,0.08207091774292936 + 0.0im,0.7857142857142855,0.08138016318272945
14,14,0.7999999999999999,0.1,0.1,0.37851240729089325,0.1372550073314922,-0.24365300598806558,-0.7447063881246965,-0.010062276962726865,0.13885736398934326,1797,-0.003820979725134874 + 0.0im,0.08017947633156684 + 0.0im,0.9999999999999997,0.023398370972295926
14,14,0.8999999999999999,0.1,0.1,0.4530234108011803,0.15754221739112875,-4.882813027869712,-5.724937149317128,-0.008877700584674743,0.17413801370986196,4481,-8.915118101998392e-5 + 0.0im,0.06049564741998228 + 0.0im,0.6428571428571427,0.04113437493028252
14,14,0.0,0.1,0.1,0.717157153004698,0.0,-0.07110250215256164,-0.053443804995444724,-0.014441177369052233,0.19880861123461063,9059,-0.0002762513375545582 + 0.0im,0.08999867378393284 + 0.0im,0.8571428571428569,0.005104103456270305
14,14,0.1,0.1,0.1,0.7574761253053047,0.02335517200866277,-0.024793551597939847,-0.04126919269460628,-0.014473552157988902,0.19871156305690926,7574,-0.0002276122794776677 + 0.0im,0.1671618158753239 + 0.0im,0.9999999999999997,0.0026705649854239233
14,14,0.2,0.1,0.1,0.715028558553106,0.04572790956625118,0.018684269604163282,0.03215896782741354,-0.01443571775862592,0.19989169139728918,8305,-0.0005819081731107072 + 0.0im,0.07501626916533459 + 0.0im,0.9999999999999997,0.0014330460565788073
14,14,0.30000000000000004,0.1,0.1,0.741921818637438,0.06956528479184314,-0.11690078564549633,-0.6013877197570006,-0.014535507174781479,0.19827992441964934,14042,-0.0001365549343742376 + 0.0im,0.11949610030223036 + 0.0im,0.8571428571428569,0.0027159782269366153
14,14,0.4,0.1,0.1,0.7581126208018794,0.09236132384356768,-0.047713786634334586,0.27372946139050747,-0.014180312415102196,0.1974172184892274,8744,-0.0002960248493889285 + 0.0im,0.060614206515589714 + 0.0im,0.8571428571428569,0.005004712285151211
14,14,0.5,0.1,0.1,0.7114263929264858,0.11459090228914069,0.08289853848320278,0.11222115876849549,-0.01419804343271071,0.19742583087444734,7185,-0.0001203289645649767 + 0.0im,0.11760334886962709 + 0.0im,0.8571428571428569,0.0036032904648456363
14,14,0.6,0.1,0.1,0.7649710191279919,0.14034097093074385,0.1598311667864722,0.20107249355474535,-0.014194108461162291,0.1977496258780383,10695,-0.00013256902726817459 + 0.0im,0.07060896289821769 + 0.0im,0.9999999999999997,0.0013635411145982881
14,14,0.7,0.1,0.1,0.7273100655396845,0.15683595816302254,-0.5017988377197529,-0.8744762543772304,-0.013207286254461126,0.1850181951697148,4662,-0.0015644882901815304 + 0.0im,0.06649325534698679 + 0.0im,0.9285714285714283,0.008455468073924943
14,14,0.7999999999999999,0.1,0.1,0.761980377384414,0.18582049754400684,0.12486785509016773,0.4795596718127336,-0.013238379137284168,0.1879473392246036,10449,-2.1520099916180788e-5 + 0.0im,0.0813363591998022 + 0.0im,0.7142857142857141,0.010324283601526426
