N,M,Leakage,Noise_m,Noise_std,NO,CO,SMAPE,Eq_SMAPE,I_m,R_m,eq_t,domEig,domEigLV,C_sur,trc_max
6,6,0.0,0.1,0.1,0.5640941019009245,0.0,-0.09169059409027769,-0.13339389833532606,-0.04023529209578032,0.19548936435834016,1942,-0.00232257402097085 + 0.0im,0.09492723661811968 + 0.0im,0.9999999999999999,0.007386017877310636
6,6,0.1,0.1,0.1,0.5468968894246554,0.027925109833453136,-0.17360912702385808,-0.6785828151901478,-0.03232319745145121,0.18216330927310062,766,-0.006344890434466221 + 0.0im,0.08958676980824429 + 0.0im,0.9999999999999999,0.04678992682098398
6,6,0.2,0.1,0.1,0.3786199896365289,0.04570148509268622,-0.4480325307667172,0.2346799926587162,-0.02669603356760096,0.1575323428307038,1612,-0.004071904393334676 + 0.0im,0.04641895121243942 + 0.0im,0.8333333333333333,0.20846930865194463
6,6,0.30000000000000004,0.1,0.1,0.38536983014336323,0.08663748717678105,-0.03326333902071963,-0.09508600005692715,-0.037054361471154436,0.20515198463285803,2262,-0.004079844822256986 + 0.0im,0.03589197880793827 + 0.0im,0.9999999999999999,0.0063795349819074235
6,6,0.4,0.1,0.1,0.40717085395109176,0.11580434741829551,-0.011952121021272109,-0.17665459947670697,-0.03152079511201753,0.1862091872839311,1240,-0.005434803474390234 + 0.0im,0.048019677351951104 + 0.0im,0.9999999999999999,0.011817138159074751
6,6,0.5,0.1,0.1,0.42334959673875,0.1219930684586307,-0.007502624860338106,-0.634633180141947,-0.02516760652510956,0.16662453096352395,7301,-0.0011776320467986917 + 0.0im,0.030244064529302665 + 0.0im,0.8333333333333333,0.09952038462691838
6,6,0.6,0.1,0.1,0.44393996285347914,0.15702099644455683,0.08433459079652389,-0.13395911002338584,-0.028207441624997318,0.1718197141379585,770,-0.008801797204869554 + 0.0im,0.03932648833369885 + 0.0im,0.9999999999999999,0.01870612915376799
6,6,0.7,0.1,0.1,0.5795693984506018,0.1930508059980458,-18.166399220031348,-17.91158358655817,0.09079638604237335,-0.28156618771675695,26467,-1.894208662120763e-5 + 0.0im,0.4096164900298234 + 0.0im,0.8333333333333333,0.20718868492423662
6,6,0.7999999999999999,0.1,0.1,0.589516581571913,0.21164065341732444,-13.83750675199077,-23.197601255189642,0.12958610626776132,-0.637126396093325,293,-0.030123333129136794 + 0.0im,0.9710432403802088 + 0.0im,0.9999999999999999,0.2582317860937784
6,6,0.8999999999999999,0.1,0.1,0.34108551196175513,0.20700446299296585,-20.11977159644268,-19.334941145317938,-0.0016306384816837847,-0.09999384853955162,3631,-0.0015788349012795147 + 0.0im,0.07893184845561967 + 0.0im,0.8333333333333333,0.07874438909457915
6,6,0.0,0.1,0.1,0.7384833429689611,0.0,-0.03674315489746993,-0.0799169097315217,-0.03361243161003671,0.19867917958998804,3754,-0.0011180278449366558 + 0.0im,0.03502041901208749 + 0.0im,0.9999999999999999,0.0031617144510300023
6,6,0.1,0.1,0.1,0.6997025185940482,0.035107526783399984,0.03988968248297673,0.01655329879239799,-0.034155254860121324,0.19952858692272005,4921,-1.991532986016825e-5 + 0.0im,0.040367448284880925 + 0.0im,0.9999999999999999,9.991335606347149e-6
6,6,0.2,0.1,0.1,0.7332441927125191,0.07037574528572488,0.107526943626215,0.1324676782112261,-0.03420853550258944,0.19698367847891496,4158,-0.0005982138517196916 + 0.0im,0.1095172862169425 + 0.0im,0.9999999999999999,0.0016456702196533544
