N,M,Leakage,Noise_m,Noise_std,NO,CO,SMAPE,Eq_SMAPE,I_m,R_m,eq_t,domEig,domEigLV,C_sur,trc_max
11,11,0.0,0.1,0.1,0.41159733634621387,0.0,-0.12031350762764417,-0.1655176113438886,-0.018940478972619402,0.1943097967346022,3168,-0.0003427751211896956 + 0.0im,0.09611214345121102 + 0.0im,0.7272727272727274,0.014440684858663021
11,11,0.1,0.1,0.1,0.43533828984238926,0.02005667733895314,-0.05596818808667217,-0.14993559417510718,-0.019263403676468543,0.19630292128446233,2103,-0.0013487714377173388 + 0.0im,0.06943708109181859 + 0.0im,1.0000000000000002,0.011800224877017281
11,11,0.2,0.1,0.1,0.3921025095692463,0.040653970028050025,0.009379261950666209,-0.0017283746422740586,-0.019158512113822527,0.19858421501728918,17306,-7.175855512621502e-5 + 0.0im,0.03773068394661068 + 0.0im,1.0000000000000002,2.687804647065139e-8
11,11,0.30000000000000004,0.1,0.1,0.4259189051598618,0.05591492823239344,-0.26052499621064146,-0.34556486635608835,-0.016175516298864833,0.17294176564004068,1825,-0.004209953694358552 + 0.0im,0.08919693734182921 + 0.0im,0.8181818181818183,0.04496185448306011
11,11,0.4,0.1,0.1,0.4548982385688117,0.07980715486665245,0.02740782441415246,-0.3458285360101324,-0.017530115730091667,0.18749944985716488,3690,-0.0018073117841341006 + 0.0im,0.07133271875504504 + 0.0im,0.8181818181818183,0.014098082764398336
11,11,0.5,0.1,0.1,0.3863067244564269,0.09428487494575198,-0.030265613133799944,-0.09103018699540794,-0.018724017873296066,0.2054825791311515,3673,-0.0016269487713601863 + 0.0im,0.07117311969624339 + 0.0im,1.0000000000000002,0.006024831285561085
11,11,0.6,0.1,0.1,0.37736207768217367,0.1133017598372499,0.261056752874636,0.3133587081106655,-0.018819070540480688,0.2004324845768322,4074,-0.0006015390523364513 + 0.0im,0.0803158026501388 + 0.0im,1.0000000000000002,0.0014517169119057766
11,11,0.7,0.1,0.1,0.45158396022424324,0.1372884629532739,-0.9365417268080675,-1.7790094880061096,-0.012746600066051588,0.14263610660937578,3822,-0.0006618448428507143 + 0.0im,0.06032917097150939 + 0.0im,0.7272727272727274,0.03671624649695697
11,11,0.7999999999999999,0.1,0.1,0.43862504315965556,0.1612530365665823,-0.00302090730266836,-0.31998599160322083,-0.011355398008550517,0.12906292666734753,1269,-0.005478188929111989 + 0.0im,0.05180085543345441 + 0.0im,1.0000000000000002,0.020498051470297096
11,11,0.8999999999999999,0.1,0.1,0.41581781432987347,0.18476007186902085,-1.603517998236216,-7.724984659128866,-0.0003024664890810142,0.03954302555994537,1659,-0.002442467821809378 + 0.0im,0.004114670484004423 + 0.0im,1.0000000000000002,0.04697113727836167
11,11,0.0,0.1,0.1,0.7209892564785872,0.0,-0.009164498482389387,0.15899125904765535,-0.01835645537443628,0.1990243275938462,8846,-1.0376078849426671e-5 + 0.0im,0.116215287299396 + 0.0im,0.9090909090909093,0.005541656313193253
11,11,0.1,0.1,0.1,0.752777668990601,0.026151168201424307,-0.1682178016152356,0.22442178819740322,-0.018292583633798657,0.19610062829128633,7037,-0.0005488880099507457 + 0.0im,0.11954539691884397 + 0.0im,0.7272727272727274,0.007913821144206136
11,11,0.2,0.1,0.1,0.7151676761800851,0.05158028184008462,-0.036279189098677216,0.023381357721892895,-0.018253072928221325,0.19908090624681868,9285,-0.00043091190936206825 + 0.0im,0.07211317435546785 + 0.0im,0.9090909090909093,0.0038249865845784215
11,11,0.30000000000000004,0.1,0.1,0.7250985487226259,0.07520932493347392,-0.04564062677014796,-0.06786428435667514,-0.01753281244717351,0.19204980993809553,3317,-0.0015935759027272825 + 0.0im,0.06691019228196406 + 0.0im,1.0000000000000002,0.007791816049893157
11,11,0.4,0.1,0.1,0.7566788820468033,0.10227408980628869,-0.16344694737543775,-0.23496660930922628,-0.017715353766988122,0.1943632354079888,4470,-0.0012324272536781509 + 0.0im,0.15692160714828918 + 0.0im,0.6363636363636365,0.009578872271900537
11,11,0.5,0.1,0.1,0.7558450311053657,0.13148375337245208,0.11783781401856953,0.15565428670004644,-0.01733489946961215,0.18938234694687361,8462,-0.0005682635261886105 + 0.0im,0.08353558472322839 + 0.0im,1.0000000000000002,0.0019911601403236694
11,11,0.6,0.1,0.1,0.7631092418893308,0.15721681629064718,-0.11818842318350208,-0.2891888674684932,-0.017408482935011876,0.18941346400742917,7978,-0.00026818894757304037 + 0.0im,0.07347512220498119 + 0.0im,0.8181818181818183,0.010515312175547667
11,11,0.7,0.1,0.1,0.7601849678809994,0.18527666972603477,-0.2858611386316899,-0.5177439777289592,-0.01762930587567501,0.1923233830958986,9842,-0.00014290901991066002 + 0.0im,0.05285851715516254 + 0.0im,0.8181818181818183,0.0033459744004422517
11,11,0.7999999999999999,0.1,0.1,0.7416475896851227,0.2095506893486491,-0.5203065437928421,-0.11194600373093239,-0.018911467325286865,0.2135858876008866,4558,-0.0004372871257465674 + 0.0im,0.1456350150938982 + 0.0im,0.9090909090909093,0.01203932112143951
11,11,0.8999999999999999,0.1,0.1,0.7557457651655458,0.23204678514287724,0.318595137582104,0.37133342335878133,-0.01905941894245193,0.21586506972388209,10888,-0.00026284573709740893 + 0.0im,0.07308142690053036 + 0.0im,0.8181818181818183,0.003440205750569925
11,11,0.0,0.1,0.1,0.8204289249072951,0.0,-0.01440459855855568,-0.02048690293564736,-0.018270397400149456,0.19959094752815068,18085,-0.0002181045127831099 + 0.0im,0.0716922282641394 + 0.0im,0.8181818181818183,0.0011938551928942307
11,11,0.1,0.1,0.1,0.8213097265717331,0.027551341775647404,0.008600562996845891,0.017558234519698936,-0.01828037238645682,0.1995106147368875,11403,-0.00014290601044946211 + 0.0im,0.12869277433086165 + 0.0im,0.9090909090909093,0.0025580182873860408
11,11,0.2,0.1,0.1,0.8168120317008157,0.054773375349813046,0.018402925437135738,-0.16921666670829594,-0.018207935461777843,0.1998074426971076,11822,-0.00017009092148022293 + 0.0im,0.0469582463348687 + 0.0im,0.9090909090909093,0.002733333961158758
11,11,0.30000000000000004,0.1,0.1,0.8005501970835014,0.08054949697709463,0.10551532079701519,0.011209095286409421,-0.018380757977738357,0.1999343076672009,8043,-0.00021174027026484336 + 0.0im,0.09001412867038172 + 0.0im,0.9090909090909093,0.00380457946962357
11,11,0.4,0.1,0.1,0.8195508907951248,0.10864172249164777,0.010954467917362602,0.009826889879225456,-0.017935473523486633,0.19524904037133284,5640,-0.0004023539905242842 + 0.0im,0.09618433121096147 + 0.0im,0.9090909090909093,0.00418901798494662
